,Date,How Helpful,Review Contents,Score,Title
628,"on February 26, 2018",,Works wonderfully.,5.0 out of 5 stars,Five Stars
629,"on March 6, 2018",,Great headphones,5.0 out of 5 stars,Five Stars
630,"on April 8, 2018",,Incredibly Good,5.0 out of 5 stars,Five Stars
631,"on April 17, 2018",,great quality for great price,5.0 out of 5 stars,Five Stars
632,"on March 16, 2018",,Good headphones,5.0 out of 5 stars,Five Stars
633,"on April 12, 2018",,thank you,5.0 out of 5 stars,Five Stars
634,"on February 26, 2018",,Works well good price,5.0 out of 5 stars,Five Stars
635,"on February 3, 2018",,good,4.0 out of 5 stars,Four Stars
636,"on February 4, 2018",,Great !,5.0 out of 5 stars,Five Stars
637,"on January 1, 2018","
      2 people found this helpful.
    ","These sound and feel great.  I wear them to the gym and it’s like a magical sound booth wherever I go.  The interface is really essy to use, with only a small delay when pausing and starting sounds.  My only complaint is that because the volume control also switches tracks, it’s hard to adjust the volume without accidentally skipping tracks.  I would have loved them in solid black as well.  Overall, though, they are well made, lightweight and sound great.",4.0 out of 5 stars,Awesome wireless headphones
638,"on February 11, 2018","
      2 people found this helpful.
    ","Complete junk. Not sure how in the world they received 5 star reviews at all. My wife turned on the Bluetooth and called me- it sounded like she was in space, popping and tons of static.",1.0 out of 5 stars,Complete Crap
639,"on January 9, 2018",,"I am always trying new and different headsets out, and these are some of the best I have ever tried.They remind me Turtle Beach XP400s but for my PC instead of the xbox.Sound is GREAT pairing was easy and they feel great on the old coconut.The ""included carry case"" is just a bag, but it keeps the dust off when not in use, so thumbs up there too.You can pay a LOT more money and not get this good a set of headphones.",5.0 out of 5 stars,Better than much more expensive sets.
640,"on January 10, 2018",,"I have about a dozen pairs of headphones in the house right now. I use them for music, gaming, and (as a full-time remote tech worker) lots of videoconferencing. These are the only ones near the top for both sound quality and comfort - both surprising when I'm mostly comparing to wired headphones costing 2-3x as much. Setup was a breeze, and battery life seems fine. Can't evaluate durability, but this is a *really* strong start.",5.0 out of 5 stars,Good sound *and* comfort
641,"on January 31, 2018","
      One person found this helpful.
    ",These are amazing. By far favorite headphones. Ive ordered three pairs now for gifts since theyre so good. I would recommend these over beats. Theyre so comfortable and the sound is great. Cant beat the price.,5.0 out of 5 stars,AMAZING! LOVE!
642,"on March 7, 2018",,"These headphones are barely usable for me.  I want to use them with an iPad, just sitting in a quiet room (I don't care in this environment about noise cancellation).  At the very lowest setting, it is mute, but at one step above that, it is so loud as to be uncomfortable.  They're probably damaging my hearing to use them.",1.0 out of 5 stars,Terrible granularity for volume steps!
643,"on January 2, 2018","
      One person found this helpful.
    ","I ordered the ""newer model"" of the one with excellent ratings and lots of feedback.  I am starting with a solid 4 stars for timely delivery, product as described, easy pairing, and good comfort on short term wear.  I'll do an updated review after a full usage!",4.0 out of 5 stars,There will be updates.
644,"on February 3, 2018",,"Musician, engineer and audiophile. I bought these for my 9yr old to use at school. very impressed by the sound quality.  Good bass and clean sound. For $35 really excellent value. The jack looks a little flimsy so don’t know how long they’ll hold up but initial impressions very good. Hold their own vs comparable to ‘big name’ headphones at 5-10x the price. Might by a pair to use for basic monitoring in the studio.",4.0 out of 5 stars,Absurdly good value for money
645,"on January 17, 2018",,"Kids love them.  Comfortable, quiet, no feedback.  Do not fit in the Mpow h1 case we ordered though.  When folded, a metal piece sticks out on each side just about the earpiece.  will have to find large case that will fit them unfolded.",5.0 out of 5 stars,Good headphones but won't fit the H1 Mpow case shown with them
646,"on January 5, 2018",,"I purchased these for my husband so he can listen to his music. They fit great, and he is not plugged into a wall. Now I have peace and quiet.An update, these earphones do not hold a charge, sending them back.",5.0 out of 5 stars,I would recommend these to everyone
647,"on January 9, 2018","
      One person found this helpful.
    ",I have a brand new LG 4K TV.  Did not work.  Returned.,2.0 out of 5 stars,Didn't Work
648,"on January 9, 2018",,"This is a great headphone.  The sound is fantastic and I love the idea that I can get up, wander around the house and still enjoy my program.",5.0 out of 5 stars,So glad I bought this!!
649,"on January 11, 2018",,"Great product, the sound is perfect, headphones are really comfortable. Connects to any device with ease. Good purchase",5.0 out of 5 stars,Five Stars
650,"on January 13, 2018",,Excellent thanks and these bluetooth headphone are totally great and awesome too and great sound on them too.,5.0 out of 5 stars,Five Stars
651,"on December 28, 2017",,"It synched to my phone...ok...did kick it self off, so I ended up sending back. Can say comfort was nice (both over ears and on head)",3.0 out of 5 stars,Middle of the Road
652,"on November 29, 2017","
      One person found this helpful.
    ",Sounds good for an inexpensive wireless headset.  I like that it will also work wired,5.0 out of 5 stars,Good headset for the money
653,"on March 16, 2018",,Way too big.  If you have a big head - these are for you.,1.0 out of 5 stars,Way too big. If you have a big head ...
654,"on January 17, 2018",,Very good value! Works as advertised.,5.0 out of 5 stars,Can't go wrong with these!
655,"on January 23, 2018",,"My husband loves his new headphones.,",5.0 out of 5 stars,Great sound
656,"on March 21, 2018",,"Awful. Well, no, actually—nice for about a week, and then a cover slipped off the ear, which i see has happened with other recent customers. I spent ages trying to slip it back on. Now they're pretty useless. I've had $10 headphones last longer than these.",1.0 out of 5 stars,Now they're pretty useless. I've had $10 headphones last longer than ...
657,"on February 1, 2018",,Still a bit bulky,3.0 out of 5 stars,Three Stars
658,"on March 1, 2018",,"The flexible headband is what sold me on purchasing this pair of headphones. The battery life is great, could go for a couple days without needing to charge again. The sound quality and volume is crisp and powerful. All around a great buy",5.0 out of 5 stars,"The battery life is great, could go for a couple days without needing ..."
659,"on November 30, 2017",,"good, as advertised",5.0 out of 5 stars,Five Stars
660,"on March 3, 2018",,Sound is terrible. Good isolation and fairly comfortable but sound awful.,1.0 out of 5 stars,One Star
661,"on December 1, 2017",,"Very nice Headphones, comfortable with great sound.  I would recommend these to anyone looking for this type.",5.0 out of 5 stars,Five Stars
662,"on December 8, 2017",,"These headphones are light weight,  and have very good bass.  I would but again.",5.0 out of 5 stars,and have very good bass. I would but again
663,"on December 27, 2017",,Great price and great sound what else do you want?,4.0 out of 5 stars,Four Stars
664,"on December 29, 2017","
      3 people found this helpful.
    ","FLAT sound quality. Left side sound cracks. Sound also leaks out. Going to return it,",1.0 out of 5 stars,FLAT
665,"on December 27, 2017",,Works very well with I pad. Easy to pair.,5.0 out of 5 stars,Easy paiting
666,"on March 8, 2018",,My son used these for 2.5 months and they will not hold a charge.,1.0 out of 5 stars,One Star
667,"on March 31, 2018",,Supposed to be wireless but won’t sync to my tv,1.0 out of 5 stars,One Star
668,"on November 24, 2017",,Great product. Fast shipping. Very pleased!,5.0 out of 5 stars,Five Stars
669,"on February 4, 2018",,Not compatible with my ps4.,2.0 out of 5 stars,not compatable with ps4
670,"on November 22, 2017",,Very nice,4.0 out of 5 stars,Cool
671,"on January 14, 2018","
      2 people found this helpful.
    ",the cord broke of inside!,1.0 out of 5 stars,One Star
672,"on November 25, 2017","
      One person found this helpful.
    ",It’s a gift that hasn’t been given yet.,5.0 out of 5 stars,Five Stars
673,"on November 20, 2017","
      4 people found this helpful.
    ",Would give these bad boys a 5 star if it wasn’t for the damn voice. Maximum volume on everything you do. Help me can I get this off here.,4.0 out of 5 stars,Would give these bad boys a 5 star if it wasn’t for the ...
674,"on November 28, 2017",,Very nice quality VS price .meant to give five stars,4.0 out of 5 stars,Four Stars
675,"on December 2, 2017",,Awesome set.,5.0 out of 5 stars,Five Stars
676,"on November 24, 2017",,Works great,5.0 out of 5 stars,Five Stars
677,"on January 8, 2018","
      One person found this helpful.
    ",I tried a different pair of headphones and did not like them. I returned them for free. They offered me another pair and I love them!!! Great customer service.,5.0 out of 5 stars,Great customer service
678,"on December 25, 2017","
      3 people found this helpful.
    ","The quality of microphone is really bad. If you plan to use it with cell phone for hands free operations, you will be very disappointed. I want to ask about other people experience with mic. May be I got defective item. For music listening this device is acceptable and works as expected.Update: I contacted seller because the item had possible defect. While headphones had very good sound, the microphone produced some humming sound when used with cell phone, so other people had difficulty to hear me. I was not sure if it is a defect or ""normal"" for product in this price range. The seller immediately contacted me and sent replacement item, which works much better. Thus, this company has a good product and, if problem happens, they resolve quickly. It gives great level of confidence dealing with  this seller. Changed to 5 stars",5.0 out of 5 stars,"Bad microphone, good sound. The seller sent replacement which works much better. Changed to 5 stars for great customer support"
679,"on November 24, 2017","
      7 people found this helpful.
    ",Value for money product. The seller Patozon has a good customer service too.I just found that the microphone echoes your sound to the person on the other side and your voice may not be very clear at times to them.Overall it's a good product.,4.0 out of 5 stars,Value for money
680,"on January 20, 2018","
      2 people found this helpful.
    ","These are incredible headphones and even more amazing that they are only 37.99. I purchased these based on the reviews left on this pair of headphones and the similar Mpow 059s and I'm extremely glad I did. The sound quality is incredible. I'm listening to music that I've owned for almost 20 years and hearing them in a completely new way. It's like I'm listening to a completely new song for the first time. With this headset, you become immersed in the sound without hurting the ear. (I also use these while playing WoW, a game that I've played for years, and have never heard the game so crisply). The headphones themselves are also very nice quality, for the price, and sit on the head and ear comfortably, providing hours of listening without discomfort. The battery charge so far seems to be as advertised but have not fully tested it. In the end, I highly recommend this pair of headphones to anyone who is searching for high-end headphones and thinking they have to spend ALOT more to get this good of quality.P.S. Shipping was also fast and prompt. Very satisfied.",5.0 out of 5 stars,These are incredible headphones and even more amazing that they are only 37
