,Date,How Helpful,Review Contents,Score,Title
8463,"on January 29, 2018",,"The only thing I did not like, the were not loud or had no bass to it. With volume all the way up, they sound low.",3.0 out of 5 stars,"The only thing I did not like, the were not loud or had no bass ..."
8464,"on February 19, 2018",,good cost benefit and decent sound,4.0 out of 5 stars,Four Stars
8465,"on August 5, 2017",,Very good product didn't really think much of it but when I got it the the Cushing is Very soft and so is the head band. I like the comfort and I'm looking forward to my trip to California with theses,5.0 out of 5 stars,Very good product didn't really think much of it but when ...
8466,"on September 17, 2017",,Love these headphones I listen to music when I mow my yard and can barely hear the lawn mower,5.0 out of 5 stars,Five Stars
8467,"on March 1, 2018",,Exactly as advertised. I've used these at work 8 hours a day for four days so far and the battery is still 50%. The sound quality is amazing as well.,5.0 out of 5 stars,The sound quality is amazing as well
8468,"on May 16, 2017",,It is exactly what I expected and it was delivered on time,5.0 out of 5 stars,Five Stars
8469,"on September 5, 2017",,Love it!,5.0 out of 5 stars,Five Stars
8470,"on November 3, 2017",,"Not noise-cancelling, but comfortable.",4.0 out of 5 stars,but comfortable.
8471,"on March 24, 2018",,Love this.,5.0 out of 5 stars,Five Stars
8472,"on October 16, 2017",,better than adveretised,5.0 out of 5 stars,Better
8473,"on October 23, 2017",,"More comfortable than I'd expected!  Not audiophile quality but great for liatening to music from my phone on a plane, etc.",5.0 out of 5 stars,More comfortable than I'd expected
8474,"on February 6, 2018",,"So far these are my favorite headphones. Light, wearable and good sound.",5.0 out of 5 stars,Light with good sound
8475,"on May 21, 2017",,These headphones are great and are very easy to use. They also have a great battery life and have excellent ear and head support. I am very happy that i decided to buy these.,5.0 out of 5 stars,Amazing
8476,"on April 1, 2018",,crisp sound and sound awesome and cheap for blue tooth..,5.0 out of 5 stars,Five Stars
8477,"on December 12, 2017",,"These are great headphones. Lightweight, easy to hook up with my Android phone and tablet, and they sound great! Five stars!!",5.0 out of 5 stars,A Really Great Product
8478,"on September 11, 2017",,"UPDATE 10/19: I noticed a small crack running across the headband a few weeks ago.  They still fit & seem to be holding up physically... However, they no longer charge.  I plug them in, the amber charging light comes on, but they just get hot.  They won't turn on anymore.  They were quite cheap, so I'm not terribly disappointed.  I had hoped to get at least 6 months of use out of them, though.The battery does indeed last for friggin ever, as others have noted. I definitely have to charge my phone more than my headphones.The sound quality is pretty much fine. You won't be blown away, but neither will you miss out your favorite parts of your favorite songs. It's a little lighter on the bass than I would prefer, but all told the sound is quite alright.Durability seems fine. I've never been particularly gentle with my things...I'm just clumsy. The hinges show no signs of wear, two months into daily use, and the fit is still the same. (They are on the snug/average size for bighead me. Larger heads might not be comfortable.)The headphones do indeed have a microphone, but it's not as sensitive as needed. I sometimes have to cup my hand between my mouth & the side of the headphones with the mic hole. It's not the end of the world, however. I only use them for calls occasionally.I take off one star because of the mic, and became I haven't yet been able to get them into ""listening"" mode, so that I can give voice commands. (My other BT headset, for example, you just hold the Play button for a moment.All in all still a fantastic bargain.",2.0 out of 5 stars,Pretty good while they lasted
8479,"on August 12, 2017",,"My my my! who needs beats when you have these! sound is clear and crisp. Noise canceling is about 70%.For the price, i am extremely happy with my purchase",5.0 out of 5 stars,i am extremely happy with my
8480,"on June 18, 2017",,I really enjoy these headphones! My only complaint is that your ears will most definitely get a bit sweaty after prolonged use.,4.0 out of 5 stars,Good headphones but you will get sweaty ears
8481,"on February 9, 2018",,"Works great, and the price was good.",5.0 out of 5 stars,Good value
8482,"on January 21, 2018",,The customer service is great! I had a pair that seemed to be skipping and the customer service team went back and helped me fix.,5.0 out of 5 stars,Good product
8483,"on February 25, 2018",,good sound.. too much background on phone..,4.0 out of 5 stars,Four Stars
8484,"on August 10, 2017",,Love it,5.0 out of 5 stars,Five Stars
8485,"on March 2, 2018",,They sound great and no connection issues.,5.0 out of 5 stars,Very nice headphones.
8486,"on August 29, 2017",,"Comfortable, great sound and good price. I use them everyday, so far I am very happy.",5.0 out of 5 stars,Great Buy
8487,"on July 29, 2017",,Comfortable and great sound!Thank you.,5.0 out of 5 stars,Five Stars
8488,"on January 25, 2018",,"For the price, a real steal!",5.0 out of 5 stars,Five Stars
8489,"on May 23, 2017",,"Wanted a pair of headphones that I could use while on the treadmill watching TV.  I had to go out and purchase a receiver but once I got it hooked it up and paired with the Headphones, they work perfect.",5.0 out of 5 stars,they work perfect.
8490,"on October 31, 2017",,"They are very comfortable, but there is a humming sound which may came from the speakers. I think the price was fair too.",4.0 out of 5 stars,Mpow review
8491,"on May 11, 2017",,I love my new wireless headphones.,5.0 out of 5 stars,Five Stars
8492,"on December 4, 2017",,works great,5.0 out of 5 stars,Five Stars
8493,"on April 24, 2017",,G'son LOVES THEM!!,5.0 out of 5 stars,They were a HIT!
8494,"on November 29, 2017",,These were purchased for my son who was constantly breaking his headphones and cannot use earbubds. He loves them!,5.0 out of 5 stars,Five Stars
8495,"on September 6, 2017",,"Excellent headphones, great battery life, great portability, comfortable, user friendly and look great. I would highly recommend them.",5.0 out of 5 stars,Mpow? They should be called MpWOW!
8496,"on July 29, 2017",,I bought them for my grandson. For the price the quality is great very comfortable and they pair easily.,5.0 out of 5 stars,For the price the quality is great very comfortable and they pair easily
8497,"on September 3, 2017",,cool one,5.0 out of 5 stars,Five Stars
8498,"on May 17, 2017",,"These headphones are amazing, definitely worth the price. The sound quality is clean, I absolutely love this.",5.0 out of 5 stars,Love Love Love it!!
8499,"on January 29, 2018",,Definitely a good product for the price.  I would recommend this product.,4.0 out of 5 stars,Four Stars
8500,"on August 14, 2017",,It works well with two different transmitters.,5.0 out of 5 stars,Five Stars
8501,"on March 5, 2018",,Great sound great price and the  headphones last a long time before recharge. Would definitely buy again,5.0 out of 5 stars,Great sound great price and the headphones last a long ...
8502,"on July 22, 2017",,"These truly mimic the experience of those $200+ headphones I try at the store but never buy. Fast charging and durable with rich sound and comfy earmuffs, they’re a bargain!",5.0 out of 5 stars,Best Headphones I’ve Ever Had
8503,"on June 25, 2017",,I LOVE the headsets!!  Incredible sound - at a very reasonable price.I'd recommend them to my friends and family,5.0 out of 5 stars,I LOVE the headsets
8504,"on April 29, 2017",,I just got this product today and am very happy with it. It's very comfortable and and a well rounded headset. If your looking for a headset that has above standard base however this might not be the correct choice for you.,4.0 out of 5 stars,Good but I like bass too
8505,"on December 5, 2017",,Awesome. The Bluetooth rocks.,5.0 out of 5 stars,Five Stars
8506,"on January 9, 2018",,"Pretty good sound. Not great, but for $40, they are pretty solid.",4.0 out of 5 stars,Four Stars
8507,"on August 23, 2017",,These headphones are comfortable. I had no problems pairing them with my other devices. I use them with my laptop while teaching online classes. They work perfectly.,5.0 out of 5 stars,Great headphones
8508,"on January 22, 2018",,"love it, cost way less than Beats yet sounds just like them. I even bought my husband a pair too and he loves them",5.0 out of 5 stars,Love Them
8509,"on January 3, 2018",,Battery lasts multiple hours. Fairly crisp sound and good bass. Good value buy.,5.0 out of 5 stars,Fairly crisp sound and good bass. Good value buy
8510,"on January 16, 2018",,They are awesome...my husband loves them,5.0 out of 5 stars,Five Stars
8511,"on July 21, 2017","
      One person found this helpful.
    ",My daughter loves them.,5.0 out of 5 stars,Awesome headphones!!!
8512,"on November 21, 2017",,I like these as much if not more than my jbl. These surprised me for the quality of sound. I like the fit too. Especially bc i have earings in.,5.0 out of 5 stars,Cheap surprise
8513,"on January 27, 2018",,"Good quality headphones! Great battery life!!! The fit is tight, unless you have a very small head.",4.0 out of 5 stars,Four Stars
8514,"on February 24, 2018",,Love them!,5.0 out of 5 stars,Five Stars
8515,"on May 19, 2017","
      3 people found this helpful.
    ",I've been looking for some wireless bluetooth headphones and after seeing the reviews on this product I had high hopes that these would be exactly what I'm looking for in terms of price/quality. Unfortunately it was too good to be true and the headphones arrived defective. The left ear piece produced no sound and there is a little jingling noise inside it like something loose is bouncing around. This has been a major disappointment and I've already submitted a request for a refund.[UPDATE] 6/9/2017I have been sent a replacement pair of headphones at no extra cost. This new pair works great and is everything I was hoping to get with my original purchase. The customer service is excellent and the product is great.,4.0 out of 5 stars,Great price + great reviews? Too good to be true [UPDATE] 6/9/2017
8516,"on February 18, 2018",,The sound quality is very good! The bluetooth works very well and the battery life is excellent! Definitely a great pair of headphones for the price!!,5.0 out of 5 stars,Sound is great! Battery life is excellent!
