,Ratings,Reviews
276,5.0 out of 5 stars,"I am not an audiophile, but the sound through this is as real as it gets to being in a live performance."
277,5.0 out of 5 stars,the pads could be a little thicker for better comfort
278,5.0 out of 5 stars,So far these are the best headphones I’ve ever had.
279,5.0 out of 5 stars,"They did exactly what they were suppose to do - it was a present for my wife, she used it on the plane and was super impressed"
280,5.0 out of 5 stars,"Great all round headphones.
I chose these in particular because they were so much better than all the others I’d tried for cancelling voices (open plan office!).
I use the ambient sound option often when I’m out and about NC when I’m sitting or in the office and don’t want to be disturbed."
281,3.0 out of 5 stars,"Truly stunning noise cancelling. I was seriously impressed. I could tap my fingernails on the table I was sitting at and not be able to hear the sound. Wow!

Unfortunately I sent them back for a few reasons.
1. They're heavy. I couldn't wear them long without pain in the crown of my head.
2. The deal breaker is that they can't be used strictly for noise cancelling (the whole reason I purchased them) without 'hacks'. The power save feature shuts them down after 5 minutes unless they are physically connected to a 3.5mm cable or via bluetooth. Both hacks are easy enough, but for $350 turning off power save should be a feature in the Sony app.

I got the Bose QC35 after these. The Bose are significantly lighter on my head, though still heavy. The difference in noise cancelling is obvious - Sony definitely wins here. The QC35s allow for noise cancellation only with no hacks and no power save."
282,5.0 out of 5 stars,"They are really incredible, astonishing!!!!! One of mybest purchases."
283,5.0 out of 5 stars,The noise cancelling is incredible and the sounds are very precise. Can't recommend these enough.
284,5.0 out of 5 stars,"I chose these over the BoseQC and Sennheiser noise cancelling headphones, couldn't be happier. The ambient function is great when walking on the streets of manhattan. Sound quality is top notch."
286,5.0 out of 5 stars,"The sound quality is very good for being ANC headphones, and the ANC itself is amazing"
287,4.0 out of 5 stars,"So the product it's nice, durable, and has a long battery; but the cushions could be a little better."
288,5.0 out of 5 stars,"Great headphones, very quick delivery to Hong Kong, no issues with product at all. Can't complain about anything"
289,5.0 out of 5 stars,"It's an excellent headphone!
But sometimes goes off without reason"
290,5.0 out of 5 stars,They are the best sounding noise canceling headphones I have ever used
291,4.0 out of 5 stars,"Pros:
1. Great sound quality
2. Comfortable to wear
3. App to control settings

Cons:
1. No app available for Mac, works on iOS
2. Touch controls do not work completely for Mac
3. App for iOS needs improvement"
292,5.0 out of 5 stars,"Wonderful product, much better sound quality than the QC competitor :)"
293,5.0 out of 5 stars,must have for someone who travels! i bought this before my 15 hour flight and i'm so glad i did. the noise cancelling is amazing and you can't hear anything in the plane while it's turned on. really makes plane rides more enjoyable.
294,4.0 out of 5 stars,"A little bigger and bulky than what I expected but I didn’t mind because they work great, great sound, goes a long time without charging and never lost connectivity. I use it for my plane trips mostly."
295,5.0 out of 5 stars,love it！
297,5.0 out of 5 stars,"Can’t believe how great, couldn’t hear garbage disposal running,had to feel metal sink!"
298,5.0 out of 5 stars,Best noise cancelling headphone. The app makes it easy to configure different listening mode.
299,5.0 out of 5 stars,just what i was looking for!
300,5.0 out of 5 stars,The best thing I’ve ever buy in a long time. Worth the price believe me.
301,4.0 out of 5 stars,"Another serious contender. These headphones provide serious noise cancellation and wonderful music reproduction. They are a bit on the snug side and having large ears I find the fit just about makes it inside the cups. Nonetheless the app that's free and included with the Headphones is very cleverly done and provides a significant amount of user input. The case needs a little work as positioning the phones within the case is a bit cumbersome and there isn't a dedicated pocket for the charging cable. You must rely on an outside the case netting which allows items to fall out. That aside I'd still purchase them as a solution for a full coverage wireless solution. BTW, pairing with my iPhone 7plus was seamless but as of yet have not been able to pair with my iPad's. I may have to unpaire with the phone in order to make that happen. Haven't tried that as of yetis primary usage is with my phone."
